Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,380,329,51,135,245,41,41,NA,22,19,36,36,NA,30,6,1,1,NA,0,1,0,0,NA,0,0,32,32,NA,NA,32,1,1,NA,0,1,45,45,NA,NA,45,81,81,NA,57,24,11,11,NA,1,10,71,20,51,0,71,36,36,NA,NA,36,25,25,NA,25,NA
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,134,119,15,30,104,24,24,NA,12,12,7,7,NA,4,3,1,1,NA,0,1,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,16,16,NA,NA,16,25,25,NA,1,24,1,1,NA,1,0,16,1,15,0,16,23,23,NA,NA,23,12,12,NA,12,NA
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,324,324,0,8,316,3,3,NA,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,1,1,NA,NA,1,5,5,NA,5,0,0,0,NA,0,0,314,314,0,0,314,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,53982,53036,946,13070,40912,5540,5540,NA,530,5010,3805,3805,NA,235,3570,3428,3428,NA,0,3428,514,514,NA,0,514,7634,7634,NA,NA,7634,3070,3070,NA,63,3007,3675,3675,NA,NA,3675,5604,5604,NA,1977,3627,3860,3860,NA,278,3582,3573,2627,946,11,3562,3303,3303,NA,NA,3303,9976,9976,NA,9976,NA
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,54712,53601,1111,15424,39288,4059,4059,NA,925,3134,5959,5959,NA,2689,3270,2800,2800,NA,198,2602,2761,2761,NA,0,2761,7744,7744,NA,NA,7744,2875,2875,NA,197,2678,3724,3724,NA,NA,3724,6013,6013,NA,1546,4467,3221,3221,NA,265,2956,2833,1722,1111,16,2817,3135,3135,NA,NA,3135,9588,9588,NA,9588,NA
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,1607,1519,88,342,1265,172,172,NA,11,161,103,103,NA,79,24,22,22,NA,0,22,18,18,NA,0,18,247,247,NA,NA,247,165,165,NA,28,137,181,181,NA,NA,181,194,194,NA,112,82,65,65,NA,6,59,130,42,88,0,130,204,204,NA,NA,204,106,106,NA,106,NA
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,640,608,32,263,377,9,9,NA,9,0,54,54,NA,54,0,3,3,NA,0,3,18,18,NA,0,18,91,91,NA,NA,91,7,7,NA,0,7,9,9,NA,NA,9,101,101,NA,100,1,6,6,NA,6,0,52,20,32,0,52,196,196,NA,NA,196,94,94,NA,94,NA
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,647,631,16,369,278,0,0,NA,0,0,33,33,NA,0,33,123,123,NA,123,0,0,0,NA,0,0,8,8,NA,NA,8,34,34,NA,0,34,0,0,NA,NA,0,0,0,NA,0,0,289,289,NA,246,43,157,141,16,0,157,3,3,NA,NA,3,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,37,37,NA,NA,37,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,6,6,NA,NA,6,0,0,NA,NA,0,10,10,NA,NA,10,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,21,21,NA,NA,21,NA,NA,NA,NA,NA
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,4467,4467,0,1184,3283,0,0,NA,0,0,0,0,NA,0,0,835,835,NA,823,12,0,0,NA,0,0,2632,2632,NA,NA,2632,63,63,NA,63,0,549,549,NA,NA,549,152,152,NA,152,0,146,146,NA,146,0,90,90,0,0,90,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,45,45,NA,14,31,0,0,NA,NA,0,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,NA,4,5,5,NA,NA,5,10,10,NA,NA,10,0,0,NA,NA,0,5,5,NA,NA,5,0,0,NA,0,0,4,4,NA,NA,4,14,14,NA,14,NA
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,24,24,NA,11,13,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,NA,4,0,0,NA,NA,0,5,5,NA,NA,5,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,4,4,NA,NA,4,11,11,NA,11,NA
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,6,6,NA,1,5,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,4,4,NA,NA,4,1,1,NA,1,NA
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,45,45,NA,7,38,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,20,20,NA,NA,20,14,14,NA,NA,14,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,4,4,NA,NA,4,7,7,NA,7,NA
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,68024,29677,38347,5994,62030,2738,2738,NA,1064,1674,1375,1375,NA,703,672,1199,1199,NA,596,603,999,999,NA,89,910,1989,1989,NA,NA,1989,1285,1285,NA,182,1103,1184,1184,NA,NA,1184,2876,2876,NA,1267,1609,2253,2253,NA,154,2099,48347,10000,38347,0,48347,1840,1840,NA,NA,1840,1939,1939,NA,1939,NA
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,12902,8617,4285,1516,11386,2005,2005,NA,331,1674,293,293,NA,72,221,763,763,NA,332,431,411,411,NA,0,411,586,586,NA,NA,586,570,570,NA,0,570,741,741,NA,NA,741,315,315,NA,0,315,937,937,NA,127,810,4285,0,4285,0,4285,1342,1342,NA,NA,1342,654,654,NA,654,NA
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,10783,10783,NA,665,10118,1525,1525,NA,0,1525,335,335,NA,0,335,483,483,NA,0,483,689,689,NA,0,689,1104,1104,NA,NA,1104,808,808,NA,0,808,1069,1069,NA,NA,1069,1323,1323,NA,0,1323,1166,1166,NA,0,1166,286,286,NA,0,286,1330,1330,NA,NA,1330,665,665,NA,665,NA
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,15659,3728,11931,667,14992,0,0,NA,0,0,30,30,NA,30,0,0,0,NA,0,0,0,0,NA,0,0,140,140,NA,NA,140,12,12,NA,12,0,0,0,NA,NA,0,488,488,NA,483,5,7,7,NA,7,0,14847,2916,11931,0,14847,0,0,NA,NA,0,135,135,NA,135,NA
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,2325,903,1422,51,2274,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,44,44,NA,NA,44,0,0,NA,0,0,0,0,NA,NA,0,16,16,NA,16,0,3,3,NA,3,0,2230,808,1422,0,2230,0,0,NA,NA,0,31,31,NA,31,NA
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,34477,15349,19128,3093,31384,1397,1397,NA,544,853,709,709,NA,368,341,648,648,NA,315,333,539,539,NA,44,495,1065,1065,NA,NA,1065,671,671,NA,97,574,627,627,NA,NA,627,1501,1501,NA,639,862,1192,1192,NA,85,1107,24158,5030,19128,0,24158,969,969,NA,NA,969,1001,1001,NA,1001,NA
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,33395,14176,19219,2893,30502,1313,1313,NA,508,805,666,666,NA,331,335,546,546,NA,278,268,458,458,NA,44,414,978,978,NA,NA,978,639,639,NA,84,555,570,570,NA,NA,570,1364,1364,NA,619,745,1062,1062,NA,69,993,23966,4747,19219,0,23966,873,873,NA,NA,873,960,960,NA,960,NA
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,1366,1285,81,165,1201,23,23,NA,19,4,97,97,NA,90,7,23,23,NA,0,23,4,4,NA,0,4,143,143,NA,NA,143,49,49,NA,36,13,92,92,NA,NA,92,80,80,NA,2,78,40,40,NA,0,40,749,668,81,0,749,48,48,NA,NA,48,18,18,NA,18,NA
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,529,434,95,47,482,32,32,NA,16,16,11,11,NA,6,5,6,6,NA,3,3,2,2,NA,1,1,17,17,NA,NA,17,2,2,NA,1,1,7,7,NA,NA,7,13,13,NA,11,2,5,5,NA,0,5,419,324,95,0,419,6,6,NA,NA,6,9,9,NA,9,NA
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,1823,1465,358,950,873,13,13,NA,0,13,85,85,NA,0,85,22,22,NA,0,22,8,8,NA,0,8,76,76,NA,NA,76,10,10,NA,0,10,82,82,NA,NA,82,35,35,NA,0,35,60,60,NA,6,54,480,122,358,0,480,8,8,NA,NA,8,944,944,NA,944,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,1634,1293,341,1043,591,8,8,NA,1,7,7,7,NA,7,0,5,5,NA,0,5,6,6,NA,0,6,48,48,NA,NA,48,6,6,NA,2,4,16,16,NA,NA,16,160,160,NA,87,73,20,20,NA,8,12,395,54,341,0,395,25,25,NA,NA,25,938,938,NA,938,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,48,34,14,7,41,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,3,3,NA,0,3,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,37,23,14,0,37,0,0,NA,NA,0,7,7,NA,7,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,2,1,1,0,2,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,0,1,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,1,0,1,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,0,1,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,48,48,0,1,47,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,47,47,0,0,47,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,67467,29120,38347,5963,61504,2712,2712,NA,1052,1660,1375,1375,NA,705,670,1194,1194,NA,593,601,996,996,NA,88,908,1875,1875,NA,NA,1875,1279,1279,NA,172,1107,1152,1152,NA,NA,1152,2866,2866,NA,1258,1608,2211,2211,NA,144,2067,48123,9776,38347,0,48123,1733,1733,NA,NA,1733,1951,1951,NA,1951,NA
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,4308,3896,412,705,3603,145,145,NA,59,86,84,84,NA,69,15,82,82,NA,59,23,36,36,NA,8,28,162,162,NA,NA,162,134,134,NA,33,101,89,89,NA,NA,89,371,371,NA,303,68,99,99,NA,41,58,2849,2437,412,0,2849,124,124,NA,NA,124,133,133,NA,133,NA
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,64349,26002,38347,5817,58532,2709,2709,NA,1052,1657,1364,1364,NA,697,667,1186,1186,NA,593,593,995,995,NA,88,907,1840,1840,NA,NA,1840,1281,1281,NA,175,1106,1158,1158,NA,NA,1158,2864,2864,NA,1258,1606,2069,2069,NA,145,1924,45354,7007,38347,0,45354,1720,1720,NA,NA,1720,1809,1809,NA,1809,NA
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,1976,1976,0,632,1344,257,257,NA,257,0,10,10,NA,10,0,0,0,NA,0,0,0,0,NA,0,0,122,122,NA,NA,122,7,7,NA,0,7,4,4,NA,NA,4,270,270,NA,270,0,13,13,NA,13,0,1203,1203,0,NA,1203,8,8,NA,NA,8,82,82,NA,82,NA
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,780,780,0,150,630,0,0,NA,0,NA,6,6,NA,6,0,0,0,NA,0,NA,1,1,NA,1,0,82,82,NA,NA,82,0,0,NA,0,NA,0,0,NA,NA,0,142,142,NA,142,0,1,1,NA,1,NA,548,548,0,NA,548,0,0,NA,NA,0,0,0,NA,0,NA
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,23,23,0,20,3,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,NA,NA,1,20,20,NA,20,NA
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,36514,15254,21260,3727,32787,2284,2284,NA,904,1380,598,598,NA,185,413,377,377,NA,104,273,838,838,NA,79,759,963,963,NA,NA,963,761,761,NA,118,643,999,999,NA,NA,999,1357,1357,NA,841,516,1356,1356,NA,54,1302,24296,3036,21260,0,24296,1243,1243,NA,NA,1243,1442,1442,NA,1442,NA
