Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,1073,1030,43,85,988,20,20,NA,16,4,37,37,NA,30,7,23,23,NA,0,23,3,3,NA,0,3,106,106,NA,NA,106,34,34,NA,21,13,88,88,NA,NA,88,40,40,NA,0,40,40,40,NA,0,40,624,581,43,0,624,40,40,NA,NA,40,18,18,NA,18,NA
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,434,358,76,42,392,26,26,NA,14,12,9,9,NA,4,5,5,5,NA,2,3,2,2,NA,1,1,10,10,NA,NA,10,2,2,NA,1,1,7,7,NA,NA,7,12,12,NA,11,1,2,2,NA,0,2,344,268,76,0,344,6,6,NA,NA,6,9,9,NA,9,NA
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,1206,1146,60,731,475,6,6,NA,0,6,76,76,NA,0,76,20,20,NA,0,20,4,4,NA,0,4,48,48,NA,NA,48,9,9,NA,0,9,63,63,NA,NA,63,29,29,NA,0,29,51,51,NA,5,46,166,106,60,0,166,8,8,NA,NA,8,726,726,NA,726,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,1014,959,55,787,227,7,7,NA,0,7,7,7,NA,7,0,5,5,NA,0,5,0,0,NA,0,0,30,30,NA,NA,30,3,3,NA,0,3,9,9,NA,NA,9,102,102,NA,55,47,17,17,NA,5,12,89,34,55,0,89,25,25,NA,NA,25,720,720,NA,720,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,27,26,1,7,20,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,3,3,NA,0,3,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,16,15,1,0,16,0,0,NA,NA,0,7,7,NA,7,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,2,1,1,0,2,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,0,1,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,1,0,1,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,0,1,0,1,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,29,29,0,0,29,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,29,29,0,0,29,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,55510,24063,31447,4664,50846,2278,2278,NA,892,1386,1109,1109,NA,486,623,975,975,NA,492,483,812,812,NA,64,748,1433,1433,NA,NA,1433,1051,1051,NA,110,941,957,957,NA,NA,957,2303,2303,NA,943,1360,1841,1841,NA,103,1738,39691,8244,31447,0,39691,1486,1486,NA,NA,1486,1574,1574,NA,1574,NA
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,3274,3032,242,507,2767,123,123,NA,48,75,64,64,NA,49,15,64,64,NA,47,17,32,32,NA,7,25,129,129,NA,NA,129,112,112,NA,22,90,84,84,NA,NA,84,298,298,NA,240,58,59,59,NA,37,22,2157,1915,242,0,2157,95,95,NA,NA,95,57,57,NA,57,NA
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,53146,21699,31447,4648,48498,2276,2276,NA,892,1384,1102,1102,NA,481,621,967,967,NA,492,475,811,811,NA,64,747,1409,1409,NA,NA,1409,1053,1053,NA,113,940,969,969,NA,NA,969,2302,2302,NA,943,1359,1706,1706,NA,111,1595,37513,6066,31447,0,37513,1486,1486,NA,NA,1486,1552,1552,NA,1552,NA
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,1511,1511,0,500,1011,225,225,NA,225,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,113,113,NA,NA,113,0,0,NA,0,0,4,4,NA,NA,4,205,205,NA,205,0,9,9,NA,9,0,886,886,0,NA,886,8,8,NA,NA,8,61,61,NA,61,NA
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,538,538,0,119,419,0,0,NA,0,NA,4,4,NA,4,0,0,0,NA,0,NA,1,1,NA,1,0,55,55,NA,NA,55,0,0,NA,0,NA,0,0,NA,NA,0,114,114,NA,114,0,0,0,NA,0,NA,364,364,0,NA,364,0,0,NA,NA,0,0,0,NA,0,NA
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,21,21,0,18,3,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,1,1,NA,NA,1,18,18,NA,18,NA
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,30038,11809,18229,2995,27043,1904,1904,NA,743,1161,573,573,NA,185,388,324,324,NA,104,220,674,674,NA,55,619,626,626,NA,NA,626,627,627,NA,56,571,852,852,NA,NA,852,948,948,NA,527,421,1108,1108,NA,13,1095,20041,1812,18229,0,20041,1049,1049,NA,NA,1049,1312,1312,NA,1312,NA
