Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M1 [Ante Natal Care (ANC)],1.3.1,New cases of PW with hypertension detected,TOTAL,24,24,0,12,12,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,NA,3,8,8,NA,4,4,2,2,NA,0,2,0,0,0,NA,0,3,3,NA,NA,3,6,6,NA,6,NA
M1 [Ante Natal Care (ANC)],1.3.1.a,"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,10,10,0,5,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,4,4,NA,0,4,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,5,5,NA,5,NA
M1 [Ante Natal Care (ANC)],1.3.2,Number of Eclampsia cases managed during delivery,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.4.1,Number of PW tested for Haemoglobin (Hb ) 4 or more than 4 times for respective ANCs,TOTAL,4751,4719,32,1333,3418,506,506,NA,0,506,428,428,NA,128,300,315,315,NA,0,315,36,36,NA,0,36,593,593,NA,NA,593,239,239,NA,0,239,321,321,NA,NA,321,559,559,NA,210,349,317,317,NA,28,289,251,219,32,NA,251,219,219,NA,NA,219,967,967,NA,967,NA
M1 [Ante Natal Care (ANC)],1.4.2,Number of PW having Hb level<11 (tested cases)(7.1 to 10.9),TOTAL,4357,4310,47,1192,3165,57,57,NA,0,57,429,429,NA,115,314,242,242,NA,11,231,222,222,NA,0,222,571,571,NA,NA,571,202,202,NA,15,187,365,365,NA,NA,365,476,476,NA,45,431,320,320,NA,28,292,212,165,47,NA,212,283,283,NA,NA,283,978,978,NA,978,NA
M1 [Ante Natal Care (ANC)],1.4.3,Number of PW having Hb level<7 (tested cases),TOTAL,128,128,0,30,98,0,0,NA,0,0,7,7,NA,7,0,10,10,NA,0,10,1,1,NA,0,1,17,17,NA,NA,17,7,7,NA,4,3,18,18,NA,NA,18,21,21,NA,18,3,0,0,NA,0,0,1,1,0,NA,1,45,45,NA,NA,45,1,1,NA,1,NA
M1 [Ante Natal Care (ANC)],1.4.4,Number of PW having severe anaemia (Hb<7) treated,TOTAL,39,39,0,24,15,0,0,NA,0,0,5,5,NA,5,0,2,2,NA,0,2,1,1,NA,0,1,7,7,NA,NA,7,2,2,NA,0,2,2,2,NA,NA,2,19,19,NA,18,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M1 [Ante Natal Care (ANC)],1.5.1,Number of PW tested for blood sugar using OGTT (Oral Glucose Tolerance Test),TOTAL,75,75,0,28,47,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,22,22,NA,0,22,0,0,NA,NA,0,0,0,NA,0,0,31,31,NA,28,3,19,19,0,NA,19,3,3,NA,NA,3,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.5.2,Number of PW tested positive for GDM,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.5.3,Number of PW given insulin out of total tested positive for GDM,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.1.a,Number of PW tested using POC test for Syphilis,TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA
M1 [Ante Natal Care (ANC)],1.6.1.b,"Out of above, number of PW found sero positive for syphilis",TOTAL,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA
M1 [Ante Natal Care (ANC)],1.6.2.a,Number of pregnant women tested for Syphilis,TOTAL,273,273,0,0,273,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,188,188,NA,NA,188,0,0,NA,0,0,85,85,NA,NA,85,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.b,Number of pregnant women tested found sero positive for Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.c,Number of syphilis positive pregnant women treated for Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.d,Number of babies diagnosed with Congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M1 [Ante Natal Care (ANC)],1.6.2.e,Number of babies treated for congenital Syphilis,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),TOTAL,2,2,NA,1,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M2 [Deliveries],2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),TOTAL,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,1,NA
M2 [Deliveries],2.1.2,Number of PW given Tablet Misoprostol during home delivery,TOTAL,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M2 [Deliveries],2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,TOTAL,3,3,NA,2,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M2 [Deliveries],2.2,Number of Institutional Deliveries conducted (Including C-Sections),TOTAL,5524,2237,3287,416,5108,222,222,NA,98,124,95,95,NA,37,58,86,86,NA,41,45,79,79,NA,7,72,136,136,NA,NA,136,113,113,NA,10,103,98,98,NA,NA,98,141,141,NA,57,84,194,194,NA,14,180,4055,768,3287,NA,4055,153,153,NA,NA,153,152,152,NA,152,NA
M2 [Deliveries],2.2.1,Out of total institutional deliveries number of women discharged within 48 hours of delivery,TOTAL,1119,715,404,109,1010,124,124,NA,0,124,27,27,NA,5,22,25,25,NA,0,25,51,51,NA,0,51,53,53,NA,NA,53,53,53,NA,0,53,65,65,NA,NA,65,16,16,NA,0,16,94,94,NA,14,80,404,0,404,NA,404,117,117,NA,NA,117,90,90,NA,90,NA
M2 [Deliveries],2.2.2,Number of newborns received 6 HBNC  visits after Institutional Delivery,TOTAL,846,846,NA,61,785,123,123,NA,0,123,19,19,NA,0,19,41,41,NA,0,41,56,56,NA,0,56,49,49,NA,NA,49,70,70,NA,0,70,80,80,NA,NA,80,69,69,NA,0,69,113,113,NA,0,113,28,28,NA,NA,28,137,137,NA,NA,137,61,61,NA,61,NA
M3 [Number of Caesarean (C-Section) deliveries],3.1,Total C -Section deliveries performed,TOTAL,1339,262,1077,26,1313,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,18,18,NA,18,0,0,0,NA,0,0,1313,236,1077,NA,1313,0,0,NA,NA,0,8,8,NA,8,NA
M3 [Number of Caesarean (C-Section) deliveries],3.1.1,"C-sections, performed at night (8 PM- 8 AM)",TOTAL,133,1,132,1,132,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,132,0,132,NA,132,0,0,NA,NA,0,1,1,NA,1,NA
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,TOTAL,2741,1129,1612,188,2553,116,116,NA,50,66,45,45,NA,17,28,45,45,NA,15,30,39,39,NA,3,36,72,72,NA,NA,72,55,55,NA,4,51,47,47,NA,NA,47,76,76,NA,29,47,96,96,NA,4,92,1995,383,1612,NA,1995,89,89,NA,NA,89,66,66,NA,66,NA
M4 [Pregnancy outcome & details of new-born],4.1.1.b,Live Birth - Female,TOTAL,2713,1038,1675,201,2512,102,102,NA,45,57,50,50,NA,20,30,40,40,NA,25,15,39,39,NA,3,36,60,60,NA,NA,60,50,50,NA,6,44,51,51,NA,NA,51,64,64,NA,27,37,98,98,NA,10,88,2031,356,1675,NA,2031,63,63,NA,NA,63,65,65,NA,65,NA
M4 [Pregnancy outcome & details of new-born],4.1.2,Number of Pre term newborns ( < 37 weeks of pregnancy),TOTAL,253,248,5,2,251,0,0,NA,0,0,3,3,NA,2,1,0,0,NA,0,0,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,3,3,NA,0,3,231,226,5,NA,231,7,7,NA,NA,7,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.1.3,Still Birth,TOTAL,47,39,8,7,40,4,4,NA,3,1,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,1,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,37,29,8,NA,37,1,1,NA,NA,1,1,1,NA,1,NA
M4 [Pregnancy outcome & details of new-born],4.2,Abortion (spontaneous),TOTAL,107,103,4,58,49,0,0,NA,0,0,16,16,NA,0,16,2,2,NA,0,2,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,9,9,NA,NA,9,1,1,NA,0,1,7,7,NA,1,6,5,1,4,NA,5,1,1,NA,NA,1,57,57,NA,57,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.a,MTP up to 12 weeks of pregnancy,TOTAL,70,66,4,60,10,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,1,1,1,1,NA,1,0,4,0,4,NA,4,2,2,NA,NA,2,57,57,NA,57,NA
M4 [Pregnancy outcome & details of new-born],4.3.1.b,MTP more than 12 weeks of pregnancy,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.a,Post Abortion/ MTP Complications Identified,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.2.b,Post Abortion/ MTP Complications Treated,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.3.3,Number of women provided with post abortion/ MTP contraception,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M4 [Pregnancy outcome & details of new-born],4.4.1,Number of newborns weighed at birth,TOTAL,5410,2123,3287,379,5031,219,219,NA,95,124,98,98,NA,37,61,85,85,NA,40,45,76,76,NA,6,70,109,109,NA,NA,109,104,104,NA,10,94,99,99,NA,NA,99,140,140,NA,56,84,175,175,NA,4,171,4026,739,3287,NA,4026,148,148,NA,NA,148,131,131,NA,131,NA
M4 [Pregnancy outcome & details of new-born],4.4.2,Number of newborns having weight less than 2.5 kg,TOTAL,347,332,15,57,290,11,11,NA,0,11,6,6,NA,6,0,2,2,NA,2,0,3,3,NA,0,3,8,8,NA,NA,8,16,16,NA,4,12,6,6,NA,NA,6,24,24,NA,23,1,10,10,NA,10,0,241,226,15,NA,241,8,8,NA,NA,8,12,12,NA,12,NA
M4 [Pregnancy outcome & details of new-born],4.4.3,Number of Newborns breast fed within 1 hour of birth ,TOTAL,5191,1904,3287,389,4802,218,218,NA,95,123,98,98,NA,37,61,83,83,NA,40,43,78,78,NA,6,72,89,89,NA,NA,89,104,104,NA,10,94,99,99,NA,NA,99,140,140,NA,56,84,181,181,NA,14,167,3818,531,3287,NA,3818,152,152,NA,NA,152,131,131,NA,131,NA
M5 [Complicated Pregnancies],5.1,"Number of cases of pregnant women with Obstetric Complications attended (Antepartum haemorrhage (APH), Post-Partum Hemorrhage (PPH), Sepsis, Eclampsia and others)",TOTAL,21,21,0,6,15,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,15,15,NA,NA,15,0,0,NA,0,0,0,0,NA,NA,0,6,6,NA,6,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M5 [Complicated Pregnancies],5.2,Number of Complicated pregnancies treated with Blood Transfusion,TOTAL,14,14,0,7,7,0,0,NA,0,NA,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,0,NA,0,0,NA,NA,0,6,6,NA,6,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M6 [Post Natal Care (PNC)],6.1,Women receiving 1st post partum checkup within 48 hours of home delivery,TOTAL,2,2,0,2,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,2,2,NA,2,NA
M6 [Post Natal Care (PNC)],6.2,Women receiving 1st post partum checkup between 48 hours and 14 days,TOTAL,2859,873,1986,210,2649,212,212,NA,95,117,33,33,NA,0,33,17,17,NA,0,17,56,56,NA,0,56,35,35,NA,NA,35,59,59,NA,10,49,71,71,NA,NA,71,35,35,NA,0,35,131,131,NA,0,131,2016,30,1986,NA,2016,89,89,NA,NA,89,105,105,NA,105,NA
M6 [Post Natal Care (PNC)],6.3,Number of mothers provided full course of 180 IFA tablets after delivery,TOTAL,1030,723,307,120,910,0,0,NA,0,0,45,45,NA,35,10,18,18,NA,0,18,40,40,NA,7,33,57,57,NA,NA,57,49,49,NA,10,39,80,80,NA,NA,80,58,58,NA,0,58,136,136,NA,0,136,328,21,307,NA,328,151,151,NA,NA,151,68,68,NA,68,NA
M6 [Post Natal Care (PNC)],6.4,Number of mothers provided 360 Calcium tablets after delivery,TOTAL,780,473,307,88,692,0,0,NA,0,0,37,37,NA,35,2,16,16,NA,0,16,10,10,NA,7,3,21,21,NA,NA,21,54,54,NA,10,44,38,38,NA,NA,38,58,58,NA,0,58,66,66,NA,0,66,323,16,307,NA,323,121,121,NA,NA,121,36,36,NA,36,NA
M7 [Reproductive Tract Infections/Sexually Transmitted Infections (RTI/STI) Cases],7.1.1,New RTI/STI cases identified - Male,TOTAL,291,288,3,197,94,2,2,NA,0,2,9,9,NA,5,4,3,3,NA,0,3,6,6,NA,0,6,14,14,NA,NA,14,185,185,NA,185,0,10,10,NA,NA,10,49,49,NA,7,42,6,6,NA,0,6,5,2,3,NA,5,2,2,NA,NA,2,0,0,NA,0,NA
